"Total Fulfilled Quantity","Total Fulfilled Quantity"
"Total incl. tax","Total incl. tax"
"Total Weight","Total Weight"
"Track this shipment","Track this shipment"
"Type","Type"
"Type Specific Options","Type Specific Options"
"Unit contains","La unidad contiene"
"Unit price","Unit price"
"unselect all","unselect all"
"Updated at","Updated at"
"Update Gift Registry","Update Gift Registry"
"Update Orderlist","Update Orderlist"
"Update Wishlist","Update Wishlist"
"Up To","Up To"
"Use as My Default billing address","Use as My Default billing address"
"Use as My Default shipping address","Use as My Default shipping address"
"Use Billing Address","Use Billing Address"
"Use gift registry shipping address","Use gift registry shipping address"
"Use my reward points, %s available', Mage::helper('enterprise_reward",""
"Use spaces to separate tags. Use single quotes (","Use spaces to separate tags. Use single quotes ("
"Use Store Credit","Use Store Credit"
"VAT Number","VAT Number"
"View","View"
"View all","Ver todos los"
"View Order","View Order"
"View Return","View Return"
"View Sale","View Sale"
"VOC compliant","VOC compliant"
"VOC compliant:","VOC compliant:"
"Weight","Weight"
"Width","Anchura"
"Wishlist:","Wishlist:"
"Wishlist Info","Details "
"Wishlist Items","Wishlist Items"
"Wishlist Name","Wishlist Name"
"Wishlist Search","Wishlist Search"
"Wrong or expired Gift Card Code.","Wrong or expired Gift Card Code."
"You are about to delete your wish list.\nThis action cannot be undone.\nDo you want to proceed?","You are about to delete your wish list.\nThis action cannot be undone.\nDo you want to proceed?"
"You are about to order ###.","You are about to order ###."
"You can leave a box blank if you don\'t wish to add a gift message for the item.","You can leave a box blank if you don\'t wish to add a gift message for the item."
"You can leave a box blank if you don\'t wish to add a gift message for whole order.","You can leave a box blank if you don\'t wish to add a gift message for whole order."
"You can leave this box blank if you do not wish to add a gift message for the item.","You can leave this box blank if you do not wish to add a gift message for the item."
"You can leave this box blank if you do not wish to add a gift message for this address.","You can leave this box blank if you do not wish to add a gift message for this address."
"You cannot send more invitations","You cannot send more invitations"
"You have no items in your compare list.","No tiene artículos en su lista de comparación"
"You have no items in your shopping cart.","You have no items in your shopping cart."
"You have no items in your favourites list.","You have no items in your favourites list."
"You have placed no orders.","You have placed no orders."
"You have placed no returns.","You have placed no returns."
"You may also be interested in the following product(s)","Usted puede estar interesado también en los siguientes productos"
"You must select items to add to cart","You must select items to add to cart"
"Your current balance is:","Your current balance is:"
"Your language","Su idioma"
"Your language:","Su idioma:"
"Your search returned no results.","Su búsqueda no ha dado resultados"
"Your search returns no results.","Your search returns no results."
"You still have not placed orders.","You still have not placed orders."
"Zip/Postal Code","Zip/Postal Code"
"units","Unidades"
"Failed","Ha fallado"
"You can not have more than %s products in your compare list.","You can not have more than %s products in your compare list."
"NEW","NEW"
"Article number","Article number"
"Supplier Part No. (Local)","Supplier Part No. (Local)"
"Colour presentation of our products on this website (or printing) is not binding because the colour, brightness and contrast can be different depending on your monitor or printer. You can order colour panels at %s.","El color de nuestros productos en esta página web no es vinculante debido a que el color, el brillo y el contraste pueden ser diferentes en función de su pantalla o impresora. Puede solicitar paneles de muestra de color en la siguiente dirección www.alestacolourit.com."
"Go to cart","Go to cart"
"Product code","Código de producto"
"Product category","Categoría de producto"
"Surface finish","Acabado de superficie"
"Features","caracterísiticas"
"Product features","Características de producto"
"Powder properties","Propiedades de la pintura en polvo"
"Properties","Propiedades"
"Range","Rango"
"Specific Characteristics","Características específicas"
"Curing Graph","Gráfico de curado"
"Application","Aplicación"
"Approvals","Aprobaciones"
"Curing condition","Condiciones de curado"
"Package size","tamaño de envase"
"Carton Size","Carton Size"
"Catalog advanced search","Búsqueda avanzada, catálogo"
"Catalog Advanced Search","Búsqueda avanzada, catálogo"
"Change","Change"
"My account","Mi cuenta"
"My Account","Mi cuenta"
"Added to cart","Añadido a la cesta"
"The product is added in the cart.","El producto se ha añadido a su cesta"
"Paint system","Sistema de pintado
"From your account dashboard you can obtain an overview of the current activities and update your account information. Select a link below to consult or edit the data.","From your account dashboard you can obtain an overview of the current activities and update your account information. Select a link below to consult or edit the data."
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information."
"Account Dashboard","Account Dashboard"
"My orders","My orders"
"The product %s has been added to comparison list.","El producto %s se ha añadido a su lista de comparación"
"Items per carton","Artículos por caja"
"Search options","Opciones de búsqueda"
"%s item","%s artículo"
"%s items","%s artículos"
"Modify your search","Modify your search"
"No items were found using the following search criteria.","No items were found using the following search criteria."
"Product Catalogue","Sistema de mezcla"
"Appearance","Aspecto"
"Usage Area","Área de uso"
"is available for purchase in increments of %s only"," solo esta disponible para la compra en incrementos de %s"
"Track & Trace","Seguimiento y Trazabilidad"
"Ordering", "Pedir"
"Product Short Name","Produkt Kurzbezeichnung"
"Request an account","Solicitar una cuenta"
"Customer brands does not allow website access",""
"ForgeRock Test-Login","ForgeRock Test-Login"
"Please login with your ForgeRock user id","Please login with your ForgeRock user id"
"Default","Default"
"Authentication","Authentication"
"Unknown username or incorrect password","Unknown username or incorrect password"
"If you don't have an account for the onlineshop yet, you can request a new account.","Si todavia no tiene una cuenta para la compra on line, puede solicitar una nueva cuenta"
"You do not have a login yet? Please use the contact us eMail link further down on this page.","¿Todavía no tiene una cuenta? Por favor utilice el link al email de contacto que encontrará más abajo en esta página"
"New products","Nuevos productos"
"An error occurred during the login process","An error occurred during the login process"
"This login method is not available, please contact the system maintainer","This login method is not available, please contact the system maintainer"
"Your request caused an error - contact the system maintainer","Your request caused an error - contact the system maintainer"
"Access denied","Access denied"
"Invalid request","Invalid request"
"Welcome - you're successfully logged in","Welcome - you're successfully logged in"
"Login and password are required.","Login and password are required."
"There was an error during login process.","There was an error during login process."
"Sorry. Unfortunately, an error has occurred","Sorry. Unfortunately, an error has occurred"
"Back to login","Back to login"
"You are successfully authenticated but due to an error the login has failed. Please logout before you are able to reauthenticate yourself.","You are successfully authenticated but due to an error the login has failed. Please logout before you are able to reauthenticate yourself."
"There was an error during your login attempt:","There was an error during your login attempt:"
"Error","Error"
"The system could not log you on.", "The system could not log you on."
"Sorry, but there was an error during the request","Sorry, but there was an error during the request"
"Loading Stock Info..","Loading Stock Info.."
"In stock","En stock"
"Low on stock","Bajo nivel de stock"
"Out of stock","Rotura de stock"
"No stock","no está en stock, por favor contacte con nuestro servicio de atención al cliente"
"Axalta_Catalog::Add to Wishlist","Axalta_Catalog::Add to Wishlist"
"Axalta_Catalog::Clear All","Borrar todo"
"Clear All","Borrar todo"
"Axalta_Catalog::Compare products","Compare productos"
"Axalta_Catalog::Print this page","Imprimir esta página"
"Axalta_Catalog::Remove This Item","Axalta_Catalog::Remove This Item"
"Mage_Customer::Manage Account","Mage_Customer::Manage Account"
"Brochures & Downloads","Catálogos y descargas"
"Data Sheets","Hojas de datos"
"Data sheets","Hojas de datos"
"%1$s has been added to your favourites. Click <a href=""%2$s"">here</a> to continue shopping.","%1$s has been added to your favourites. Click <a href=""%2$s"">here</a> to continue shopping."
"Recent orders","Recent orders"
"Shopping cart","Cesta de compra"
"Account Dashboard","Account Dashboard"
"Product group","Grupo de producto"
"%s item","%s artículo"
"%s items","%s artículos"
"List","Lista"
"Grid","Cuadrícula"
"View as","Visto como"
"Help","Ayuda"
"You should be logged in to add products to the cart","Tiene que haber inicado sesión para añadir productos a la cesta de compra"
"Category","CATEGORÍA"
"Please specify the product option(s).","Por favor indique opcion (es) de producto"
"Remove This Item","Eliminar este artículo"
"Gross weight","peso bruto"
"Weight Unit","peso unitario"
"Each-Size","tamaño"
"Catalog description","Descripción de color"
"Colour definition","Definición de color"
"Effects","efecto"
"Dr. Kupfer certificate","Dr. Kupfer certificate"
"Qualicoat certificate","Certificación Qualicoat"
"GSB certificate","certificado GSB"
"CE certificate","Certificación CE"
"Customer Approval","Aprobación del cliente"
"UL Certificate","Certificado UL"
"ACQPA Certificate","Certificado ACQPA"
"Qualisteelcoat certificate","Certificado Qualisteelcoat"
"Colour master","Máster de color"
"Colour shade","Tono de color"
